time,CHWS,CHWR,CHW_Flow,CHWP_Hz,CT_Hz,CWS,OA_Temp,RH,SYS_kW,CH_kW,CHWP_kW,CWP_kW,CT_kW
2024-07-11 00:00:00,7.0,12.2,1000.0,50.0,43.0,28.0,28.0,73.0,460.0,322.0,36.800000000000004,32.2,23.0
2024-07-11 00:15:00,7.019578928833008,12.198288972274762,1003.9018064403226,50.38822856765378,42.951056516295154,28.05209445330008,28.002092050209207,73.0,460.13255230125526,322.09278661087865,36.81060418410042,32.20927866108787,23.006627615062765
2024-07-11 00:30:00,7.038822856765378,12.193185165257814,1007.6536686473017,50.75,42.80901699437495,28.1026060429977,28.00418410041841,73.0,460.26510460251046,322.1855732217573,36.821208368200836,32.218557322175734,23.013255230125523
2024-07-11 00:45:00,7.057402514854764,12.184775906502257,1011.111404660392,51.06066017177982,42.58778525229247,28.15,28.006276150627617,73.0,460.3976569037657,322.278359832636,36.83181255230126,32.2278359832636,23.019882845188288
2024-07-11 01:00:00,7.075,12.173205080756889,1014.142135623731,51.29903810567666,42.30901699437495,28.19283628290596,29.043644381246903,72.72740661031254,466.74186628748134,326.7193064012369,37.33934930299851,32.6719306401237,23.33709331437407
2024-07-11 01:15:00,7.091314214351308,12.158670668058248,1016.6293922460509,51.4488887394336,42.0,28.229813332935695,29.04573643145611,72.72740661031254,466.87441858873666,326.81209301211567,37.34995348709894,32.68120930121157,23.343720929436834
2024-07-11 01:30:00,7.106066017177982,12.14142135623731,1018.4775906502257,51.5,41.69098300562505,28.25980762113533,29.047828481665313,72.72740661031254,467.00697088999186,326.90487962299426,37.36055767119935,32.690487962299436,23.350348544499596
2024-07-11 01:45:00,7.119003001043685,12.121752285801744,1019.6157056080646,51.4488887394336,41.41221474770753,28.281907786235774,29.04992053187452,72.72740661031254,467.1395231912471,326.99766623387296,37.37116185529977,32.699766623387305,23.356976159562358
2024-07-11 02:00:00,7.129903810567666,12.1,1020.0,51.29903810567666,41.19098300562505,28.29544232590366,30.01673640167364,71.92820323027551,473.06041841004185,331.14229288702927,37.84483347280335,33.11422928870293,23.653020920502094
2024-07-11 02:15:00,7.138581929876693,12.076536686473018,1019.6157056080646,51.06066017177982,41.048943483704846,28.3,30.018828451882847,71.92820323027551,473.19297071129705,331.2350794979079,37.85543765690377,33.1235079497908,23.659648535564855
2024-07-11 02:30:00,7.14488887394336,12.051763809020503,1018.4775906502257,50.75,41.0,28.29544232590366,30.02092050209205,71.92820323027551,473.3255230125523,331.3278661087866,37.86604184100418,33.13278661087867,23.666276150627617
2024-07-11 02:45:00,7.148716729206072,12.02610523844401,1016.6293922460509,50.38822856765378,41.048943483704846,28.281907786235774,30.023012552301257,71.92820323027551,473.45807531380757,331.42065271966527,37.876646025104606,33.14206527196653,23.67290376569038
