timestamp,chw_supply_temp,chw_return_temp,chw_flow_lpm,chwp_freq,ct_freq,cw_supply_temp,outdoor_temp,outdoor_rh,total_power,ch_kw,chwp_kw,cwp_kw,ct_kw,chw_delta_t,q_delivered_kw,system_kw_per_rt,chiller_plr,is_steady
2024-07-11 00:00:00,7.0,12.2,1000.0,50.0,43.0,28.0,28.0,73.0,460.0,322.0,36.8,32.2,23.0,5.199999999999999,362.78666666666663,4.4594251901944215,1.288,False
2024-07-11 00:15:00,7.019578928833008,12.198288972274762,1003.9018064403226,50.38822856765378,42.951056516295154,28.05209445330008,28.002092050209207,73.0,460.13255230125526,322.09278661087865,36.81060418410042,32.20927866108787,23.006627615062765,5.178710043441754,362.7110652491442,4.46163997045947,1.2883711464435146,False
2024-07-11 00:30:00,7.038822856765378,12.193185165257814,1007.6536686473016,50.75,42.80901699437495,28.1026060429977,28.00418410041841,73.0,460.26510460251046,322.1855732217573,36.82120836820084,32.218557322175734,23.013255230125523,5.154362308492436,362.35495679069015,4.467311244267266,1.2887422928870291,False
2024-07-11 00:45:00,7.057402514854764,12.184775906502257,1011.111404660392,51.06066017177982,42.58778525229247,28.15,28.006276150627617,73.0,460.3976569037657,322.278359832636,36.83181255230126,32.2278359832636,23.019882845188288,5.127373391647493,361.69451919109997,4.476757245179698,1.289113439330544,False
2024-07-11 01:00:00,7.075,12.173205080756889,1014.142135623731,51.29903810567666,42.30901699437495,28.19283628290596,29.043644381246903,72.72740661031254,466.7418662874813,326.7193064012369,37.33934930299851,32.6719306401237,23.33709331437407,5.098205080756888,360.71491678728734,4.550771446751892,1.3068772256049477,False
2024-07-11 01:15:00,7.091314214351308,12.158670668058248,1016.6293922460508,51.4488887394336,42.0,28.22981333293569,29.04573643145611,72.72740661031254,466.8744185887367,326.81209301211567,37.34995348709894,32.68120930121157,23.343720929436834,5.06735645370694,359.41160034174044,4.568570765705173,1.3072483720484627,False
2024-07-11 01:30:00,7.106066017177982,12.14142135623731,1018.4775906502256,51.5,41.69098300562505,28.25980762113533,29.047828481665317,72.72740661031254,467.0069708899919,326.90487962299426,37.36055767119935,32.69048796229944,23.3503485444996,5.035355339059327,357.79113429828425,4.59056516266501,1.307619518491977,False
2024-07-11 01:45:00,7.119003001043685,12.121752285801744,1019.6157056080646,51.4488887394336,41.41221474770753,28.281907786235774,29.04992053187452,72.72740661031254,467.1395231912471,326.99766623387296,37.37116185529977,32.699766623387305,23.35697615956236,5.002749284758059,355.8715161973276,4.6166372645363,1.3079906649354918,True
2024-07-11 02:00:00,7.129903810567666,12.1,1020.0,51.29903810567666,41.19098300562505,28.29544232590366,30.01673640167364,71.92820323027551,473.06041841004185,331.14229288702927,37.84483347280335,33.11422928870293,23.65302092050209,4.970096189432334,353.68198503238375,4.704094531124567,1.3245691715481172,True
2024-07-11 02:15:00,7.138581929876693,12.076536686473018,1019.6157056080646,51.06066017177982,41.048943483704846,28.3,30.018828451882847,71.92820323027551,473.19297071129705,331.2350794979079,37.85543765690377,33.1235079497908,23.659648535564852,4.937954756596325,351.26234518640774,4.737825448123295,1.3249403179916317,True
2024-07-11 02:30:00,7.14488887394336,12.051763809020503,1018.4775906502256,50.75,41.0,28.29544232590366,30.02092050209205,71.92820323027551,473.3255230125523,331.3278661087866,37.86604184100418,33.13278661087867,23.666276150627617,4.906874935077143,348.66185813393804,4.7744994916985135,1.3253114644351465,True
2024-07-11 02:45:00,7.148716729206072,12.02610523844401,1016.6293922460508,50.38822856765378,41.048943483704846,28.281907786235774,30.023012552301257,71.92820323027551,473.4580753138076,331.42065271966527,37.876646025104606,33.14206527196653,23.67290376569038,4.877388509237939,345.9377735922352,4.813443856065901,1.325682610878661,True
2024-07-11 03:00:00,7.15,12.0,1014.142135623731,50.0,41.19098300562505,28.25980762113533,30.85353172725665,70.65685424949238,478.5611903635399,334.9928332544779,38.28489522908319,33.49928332544779,23.928059518176997,4.85,343.1535841941091,4.904800019680119,1.3399713330179115,True
2024-07-11 03:15:00,7.148716729206072,11.97389476155599,1011.111404660392,49.61177143234622,41.41221474770753,28.22981333293569,30.85562377746586,70.65685424949238,478.6937426647952,335.0856198653566,38.29549941318361,33.50856198653566,23.93468713323976,4.825178032349918,340.37709273626604,4.94617860273153,1.3403424794614263,True
2024-07-11 03:30:00,7.14488887394336,11.948236190979497,1007.6536686473016,49.25,41.69098300562505,28.19283628290596,30.85771582767506,70.65685424949238,478.8262949660504,335.17840647623524,38.30610359728403,33.51784064762353,23.94131474830252,4.8033473170361365,337.6783790785515,4.987088850612659,1.340713625904941,True
2024-07-11 03:45:00,7.138581929876693,11.923463313526982,1003.9018064403226,48.93933982822018,42.0,28.15,30.85980787788427,70.65685424949238,478.9588472673056,335.2711930871139,38.31670778138445,33.5271193087114,23.94794236336528,4.784881383650289,335.1277459436922,5.02643629549593,1.3410847723484556,True
2024-07-11 04:00:00,7.129903810567666,11.9,1000.0,48.70096189432334,42.30901699437495,28.1026060429977,31.497574418485037,69.0,482.9054465109102,338.03381255763713,38.63243572087282,33.80338125576372,24.145272325545516,4.770096189432334,332.7937108160625,5.103397090089774,1.3521352502305486,True
2024-07-11 04:15:00,7.119003001043685,11.878247714198256,996.0981935596774,48.5511112605664,42.58778525229247,28.05209445330008,31.49966646869424,69.0,483.0379988121654,338.1265991685158,38.64303990497324,33.81265991685158,24.151899940608278,4.759244713154571,330.7410967893742,5.136478829857243,1.3525063966740631,True
2024-07-11 04:30:00,7.106066017177982,11.85857864376269,992.3463313526984,48.5,42.80901699437495,28.0,31.501758518903443,69.0,483.1705511134207,338.2193857793945,38.65364408907366,33.82193857793945,24.15852755567104,4.752512626584709,329.02926056931346,5.164619174980405,1.352877543117578,True
