ts,OA_Temp,OA_RH,CHW_Flow,CHW_Supply_Temp,CHW_Return_Temp,CW_Supply_Temp,CW_Return_Temp,CHWP_Hz,CWP_Hz,CT_Hz,CH_kW,CHWP_kW,CWP_kW,CT_kW,Total_kW
,29.45240330909298,83.17618982476249,425.0382439653209,7.015287950641377,7.876643230792824,25.900037911335676,26.444539082073355,51.00458927583851,55.70006193945057,42.18622589968411,0.0,0.0,0.0,0.0,2.0
,30.34962865969844,81.01123568057218,426.3162070886535,7.104748696423568,7.825286293737813,26.127912294261,26.55732004212313,51.157944850638415,55.44437882540159,43.21385726187248,0.0,0.0,0.0,0.0,2.0
,30.090712243906964,79.59965671759596,424.2349921923029,6.975089297089363,7.274725593319381,25.619402089963057,26.11266377522704,50.90819906307635,55.91666576078366,41.960926677642746,0.0,0.0,0.0,0.0,2.0
,29.64836520999237,80.42669591735182,426.5339667188617,6.740035418038956,7.239508911785913,25.481729694542864,26.08524520538485,51.1840760062634,55.43274502419155,41.29411425601391,0.0,0.0,0.0,0.0,2.0
,29.8635732981756,76.80886857822742,429.7377078337795,6.941081823918616,7.536053139856615,25.64455421420705,25.88309039833773,51.56852494005354,55.83869399488503,42.61286580921794,0.0,0.0,0.0,0.0,2.0
,30.22921832277,82.96183553945718,427.4638196918236,7.130939116909932,7.667064857878914,26.340046197747064,26.82580192879958,51.29565836301884,55.46396663442868,41.33499697066687,0.0,0.0,0.0,0.0,2.0
,29.725029720854337,82.3552522595831,418.3802064517648,7.199770379103204,7.611059407799527,25.46122651112395,26.019531843252583,50.20562477421177,55.17805666745964,41.68771299597382,0.0,0.0,0.0,0.0,2.0
,29.159107035772607,80.89548890661656,420.23892986018575,6.996940368128324,7.742401392758811,25.57283151485187,25.695769580259046,50.42867158322229,55.77282320064252,42.869902171082565,0.0,0.0,0.0,0.0,2.0
,30.03162368305184,85.24164929302854,415.6140240194867,7.087416821221575,7.679629008279527,26.128914064042927,26.52285449596548,49.87368288233841,55.593308423184936,42.56349291920299,0.0,0.0,0.0,0.0,2.0
,30.21998907173565,77.82096485061234,421.402243419355,6.793225047115057,7.305490705058817,26.21704839723485,26.578867838849312,50.5682692103226,55.786052731041,41.89624374855227,0.0,0.0,0.0,0.0,2.0
,28.774624266693383,81.82861445444166,410.903739821831,7.123879431131263,7.632746217705385,25.473213362597733,26.058274297391826,49.30844877861972,55.74138726313265,41.113604828887865,0.0,0.0,0.0,0.0,2.0
,28.929800205999,81.52358584396758,422.272804907501,7.241068483287918,7.68503470093283,25.63734080347384,26.40484072510401,50.67273658890012,55.453974619334296,42.06861162077017,0.0,0.0,0.0,0.0,2.0
,28.444104781920338,79.64857269033664,425.4447815365448,6.922852454957114,7.16431557608977,24.86766834665798,25.38848213978392,51.053373784385386,55.51206887171757,42.50215054916757,0.0,0.0,0.0,0.0,2.0
,28.634498751020992,83.9450623437413,416.1832558225999,7.041955357125499,7.794015564860945,24.775427213916245,25.29677499103209,49.94199069871199,55.570985783072246,42.1421403167584,0.0,0.0,0.0,0.0,2.0
,29.120225401045328,80.5089237316169,419.4410370673058,6.900738447836841,7.281754765130339,25.350217724388862,25.68412151530654,50.332924448076696,55.55942460294255,42.287322095755954,0.0,0.0,0.0,0.0,2.0
,29.155048527469592,79.82089426017178,421.0142705332664,6.9995428070700285,7.406015931416046,25.35382251491907,25.938256388830677,50.52171246399196,55.39871396131853,42.40055663311474,0.0,0.0,0.0,0.0,2.0
,29.829941243040302,80.62491178855491,417.10510294750674,7.0471814223739,7.619684341481585,25.873065459525183,26.40546704947219,50.05261235370081,55.588840814848375,42.57704207278306,0.0,0.0,0.0,0.0,2.0
,28.4369008130031,81.6924499294305,423.0741511667812,7.161830747539843,7.464407583724302,24.75271749778416,25.162229336052647,50.76889814001375,54.97397258415467,42.18317230359175,0.0,0.0,0.0,0.0,2.0
,29.177400133718912,81.21865141299719,414.3126120634531,7.194058624466032,7.591743020644758,25.770180713907187,26.44615605156103,49.71751344761437,55.46792800808482,41.65590654838331,0.0,0.0,0.0,0.0,2.0
,29.087582987390384,83.63999043416372,418.68506540825456,6.98287662880418,7.450553654177853,25.410487619585588,25.48295091693257,50.24220784899055,55.494626576042926,41.69378495945145,0.0,0.0,0.0,0.0,2.0
,28.69774899427279,82.72755281052548,418.9881290346668,6.9711761140557895,7.464427543527705,25.10084998717569,25.57539967550815,50.278575484160015,55.50465419951302,41.861000506121805,0.0,0.0,0.0,0.0,2.0
,27.618949725542368,80.59653438017722,422.3455564057933,6.826423828346506,7.26560040045233,24.412538004817232,25.10734478927624,50.6814667686952,55.64943109324162,42.3085569118769,0.0,0.0,0.0,0.0,2.0
